BLOQUES,AREAS,ZONA,GRUPO SUMINISTRO,TOMA DE LUZ,PRODUCTO,DESCRIPCIÓN,DESPIECE,MONTAJE,TIPO MONTAJE,COSTE,FABRICANTE,PROVEEDOR,MARCA,REF./MODELO,UNDS.,PRECIO UND.,DTO.,PRECIO UND. CON DTO.,PRECIO TOTAL,POTENCIA UND.W.,POTENCIA TOTAL W.,ACCESORIO 1,REF./MODELO,UNDS.ACCES. 1,PRECIO ACCES. 1,POTENCIA ACCES.1,ACCESORIO 2,REF./MODELO,UNDS.ACCES. 2,PRECIO ACCES. 2,POTENCIA ACCES.2,ACCESORIO 3,REF./MODELO,UNDS.ACCES. 3,PRECIO ACCES. 3,POTENCIA ACCES.3,ACCESORIO 4,REF./MODELO,UNDS.ACCES. 4,PRECIO ACCES. 4,POTENCIA ACCES.4,PRECIO TOTAL ACCES.,REPUESTOS,REF./MODELO,UNDS.REPTOS.,PRECIO REPTOS.,PRECIO TOTAL REPTOS.,POTENCIA REPUESTOS,TOTAL PRECIO,TOTAL POTENCIA,FLUÍDOS
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Etiquetas autoadhesivas 16,Etiquetas autoadhesivas 16. Dimensiones: 105*37 (caja 100 uds.),STAPLES,L7-32783,1,"10,29€","0,00%","10,29€","10,29€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Etiquetas autoadhesivas 24,Etiquetas autoadhesivas 24. Dimensiones: 70*37 (caja 100 uds.),STAPLES,L7-32779,1,"10,29€","0,00%","10,29€","10,29€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Bolígrafo azul,"Bolígrafo Cristal azul, tinta de aceite, trazo de 0,4 mm. (caja 50 uds.)",BIC,L7-28023-1,250,"0,14€","0,00%","0,14€","35,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Bolígrafo rojo,"Bolígrafo Cristal rojo, tinta de aceite, trazo de 0,4 mm. (caja 50 uds.)",BIC,L7-28023-2,250,"0,14€","0,00%","0,14€","35,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Bolígrafo negro,"Bolígrafo Cristal negro, tinta de aceite, trazo de 0,4 mm. (caja 50 uds.)",BIC,L7-28023-3,250,"0,14€","0,00%","0,14€","35,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Optiflow Needle azul,"Rotulador Optiflow Needle azul, tinta líquida, punta de aguja con trazo de 0,35 mm. (caja 12 uds.)",STAPLES,07-44147-1,36,"0,89€","0,00%","0,89€","32,04€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Optiflow Needle rojo,"Rotulador Optiflow Needle rojo, tinta líquida, punta de aguja con trazo de 0,35 mm. (caja 12 uds.)",STAPLES,07-44147-2,36,"0,89€","0,00%","0,89€","32,04€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Optiflow Needle negro,"Rotulador Optiflow Needle negro, tinta líquida, punta de aguja con trazo de 0,35 mm. (caja 12 uds.)",STAPLES,07-44147-3,36,"0,89€","0,00%","0,89€","32,04€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Edding 1200 azul,"Rotulador Edding 1200 azul, con tinta a base de agua, trazo de 0,5-1 mm. (caja 10 uds.)",EDDING,L7-28048-1,30,"0,32€","0,00%","0,32€","9,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Edding 1200 rojo,"Rotulador Edding 1200 rojo, con tinta a base de agua, trazo de 0,5-1 mm. (caja 10 uds.)",EDDING,L7-28048-2,30,"0,32€","0,00%","0,32€","9,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Edding 1200 negro,"Rotulador Edding 1200 negro, con tinta a base de agua, trazo de 0,5-1 mm. (caja 10 uds.)",EDDING,L7-28048-3,30,"0,32€","0,00%","0,32€","9,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Edding 1200 verde,"Rotulador Edding 1200 verde, con tinta a base de agua, trazo de 0,5-1 mm. (caja 10 uds.)",EDDING,L7-28048-4,30,"0,32€","0,00%","0,32€","9,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Edding 1300 azul,"Rotulador Edding 1300 azul, con tinta a base de agua, trazo de 2-3 mm. (caja 10 uds.)",EDDING,07-38016-1,60,"0,59€","0,00%","0,59€","35,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Edding 1300 rojo,"Rotulador Edding 1300 rojo, con tinta a base de agua, trazo de 2-3 mm. (caja 10 uds.)",EDDING,07-38016-2,60,"0,59€","0,00%","0,59€","35,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Rotulador Edding 1300 negro,"Rotulador Edding 1300 negro, con tinta a base de agua, trazo de 2-3 mm. (caja 10 uds.)",EDDING,07-38016-3,60,"0,59€","0,00%","0,59€","35,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Marcador Edding 400 azul,"Marcador Edding 400 azul, permanente, punta ojival (caja 5 uds.)",EDDING,07-43298-1,5,"1,89€","0,00%","1,89€","9,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Marcador Edding 400 rojo,"Marcador Edding 400 rojo, permanente, punta ojival (caja 5 uds.)",EDDING,07-43298-2,5,"1,89€","0,00%","1,89€","9,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Marcador Edding 400 negro,"Marcador Edding 400 negro, permanente, punta ojival (caja 5 uds.)",EDDING,07-43298-3,5,"1,89€","0,00%","1,89€","9,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Marcador fluorescente azul,"Marcador fluorescente Hype! azul, capuchón con clip (caja 5 uds.)",STAPLES,L7-36893-1,30,"0,33€","0,00%","0,33€","9,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Marcador fluorescente verde,"Marcador fluorescente Hype! verde, capuchón con clip (caja 5 uds.)",STAPLES,L7-36893-2,30,"0,33€","0,00%","0,33€","9,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Marcador fluorescente amarillo,"Marcador fluorescente Hype! amarillo, capuchón con clip (caja 5 uds.)",STAPLES,L7-36893-3,30,"0,33€","0,00%","0,33€","9,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Marcador fluorescente rosa,"Marcador fluorescente Hype! rosa, capuchón con clip (caja 5 uds.)",STAPLES,L7-36893-4,30,"0,33€","0,00%","0,33€","9,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Marcador fluorescente naranja,"Marcador fluorescente Hype! naranja, capuchón con clip (caja 5 uds.)",STAPLES,L7-36893-5,30,"0,33€","0,00%","0,33€","9,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Corrector líquido,"Corrector líquido, secado rápido, 20 ml. (uds.)",STAPLES,L7-36956,40,"0,63€","0,00%","0,63€","25,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Regla,"Regla, longitud 30 cm. (uds.)",STAPLES,07-46318,50,"0,59€","0,00%","0,59€","29,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Goma de borrar,"Goma de borrar Milan 430, 28 X 28 X 13 (caja 30 uds.)",MILAN,L7-28889,90,"0,10€","0,00%","0,10€","9,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Lápiz,"Lápiz Noris 120, mina de grafito, forma hexagonal, HB normal (caja 12 uds.)",STAEDLER,L7-31350,144,"0,23€","0,00%","0,23€","33,12€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Sacapuntas,"Sacapuntas de plástico, doble uso, colores surtidos (uds.)",STAEDLER,07-42634,40,"0,49€","0,00%","0,49€","19,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Alfombrilla para ratón,"Alfombrilla para ratón, base antideslizante, en poliéster, color azul. Dimensiones: 230 x 190 mm.(uds.)",,L7-42489,30,"0,89€","0,00%","0,89€","26,70€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Calculadora,"Calculadora de bolsillo, alimentación solar y a pilas (incluye pila LR54), apagado automático (uds.)",STAPLES,L7-43121,21,"3,45€","0,00%","3,45€","72,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Barra adhesiva,Barra adhesiva 40 gr. (uds.),STAPLES,L7-44166,24,"0,99€","0,00%","0,99€","23,76€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Cinta adhesiva transparente,"Cinta ancha adhesiva transparente, 19 mm. x 33 mm. (caja 8 uds.)",STAPLES,L7-36513,40,"0,29€","0,00%","0,29€","11,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Pack celo + portarrollos,Pack Scotch C60 celo + portarrollos (uds.),SCOTCH,07-42048,3,"12,95€","0,00%","12,95€","38,85€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Portarrollos,"Portarrollos de 33 mm., base pesada (uds.)",STAPLES,07-49890-1,20,"2,99€","0,00%","2,99€","59,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Clips,"Clips nº 2, 30 mm. (caja 100 uds.)",STAPLES,L7-30894,20,"0,19€","0,00%","0,19€","3,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Tizas pizarra,"Tizas antipolvo Giotto Robercolor, colores variados (caja 100 uds.)",,07-40640,2,"13,35€","0,00%","13,35€","26,70€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Pizarra verde,"Pizarra verde para tizas, no magnética, 3 mm. de grosor y marco de madera. Dimensiones: 60 x 40 cm. (uds.)",Bi-Office,07-40626,3,"4,99€","0,00%","4,99€","14,97€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Pizarra imantada,"Pizarra blanca lacada, borrable, imantada, con bandeja portarrotuladores . Dimensiones: 120 x 90 cm. (uds.)",STAPLES,L7-38875,2,"53,95€","0,00%","53,95€","107,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Kit accesorios pizarra imantada,"Kit de accesorios pizarra imantada Basic (spray limpiador, borrador magnético, 4 rotuladores y 4 imanes) (uds.)",STAPLES,L7-43451,5,"8,99€","0,00%","8,99€","44,95€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Imanes pizarra,"Imanes pizarra, colores variados, 30 mm. (caja 10 uds.)",STAPLES,07-43726,5,"3,15€","0,00%","3,15€","15,75€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Caballete informativo,"Caballete informativo, doble cara de exposición, lámina de protección de PVC antirreflejos, marco de aluminio con sistema pinza en los 4 lados, superficie magnética (uds.)",NOBO,07-41667,1,"150,00€","0,00%","150,00€","150,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Atril expositor,"Atril expositor de suelo Sherpa, con panel de presentación acrílico, altura ajustable y base de apoyo (uds.)",DURABLE,07-46517,1,"79,95€","0,00%","79,95€","79,95€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Pack Formación,"Pack Formación: 1 caballete profesional, 5 blocs de papel liso, 4 rotuladores colores surtidos, 1 spray limpiador, 1 borrador en seco y 4 imanes en colores surtidos (uds.)",STAPLES,07-44728,1,"87,90€","0,00%","87,90€","87,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Cizalla,"Cizalla A4, 8 hojas (Pack plastificación)",STAPLES,L7-43207,1,"19,99€","0,00%","19,99€","19,99€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Plastificadora,Plastificadora BC Inspire A4 (Pack plastificación),,07-44462,1,"40,95€","0,00%","40,95€","40,95€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Fundas plástico,Fundas plástico A4 75 (Pack plastificación) (paquete 100 uds.),STAPLES,L7-29448,1,"7,69€","0,00%","7,69€","7,69€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Cutter,"Cutter, cuerpo y carril de plástico, 18 mm. (uds.)",STAPLES,L7-42096,20,"1,19€","0,00%","1,19€","23,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Tijeras de oficina,"Tijeras de oficina, hoja de acero inoxidable, empuñadura ergonómica de plástico, 21 cm.",STAPLES,06-34461,36,"1,89€","0,00%","1,89€","68,04€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Taladro,"Taladro metálico 18H, con guía ajustable, color negro. Dimensiones: 120 x 45 x 86 mm. (uds.)",STAPLES,07-50003-3,10,"4,95€","0,00%","4,95€","49,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Grapadora,"Grapadora estándar 25H, color negro. Dimensiones: 39 x 66 x 154 mm. (uds.)",STAPLES,07-50009-3,20,"5,99€","0,00%","5,99€","119,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Grapas,"Grapas estándar 24/6, cobreado (caja 1.000 uds.)",STAPLES,L7-43411,100,"0,20€","0,00%","0,20€","20,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Dossier,"Dossier Fástener, A4, capacidad 30 hojas. Dimensiones 230 x 310 mm. Colores surtidos (caja 25 uds.)",STAPLES,L7-35342-6,100,"0,19€","0,00%","0,19€","19,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Tarjetero,"Tarjetero extraplano 128, 4 cuerpos, fundas PVC",,07-49554,6,"5,95€","0,00%","5,95€","35,70€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Archivador,Archivador Neoclas Folio,STAPLES,L7-31511,60,"0,89€","0,00%","0,89€","53,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Fundas,"Fundas en polipropileno rugoso, tamaño folio, 11 taladros reforzados. Dimensiones: 235 x 340 mm. (bolsa 100 uds.)",STAPLES,L7-43386,10,"2,55€","0,00%","2,55€","25,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Bandejas documentos,"Bandeja documentos, en poliestireno, apilable. Dimensiones: 245 x 67 x 347 mm. (pack de 4 uds, colores opacos: negro, azul, rojo y gris)",STAPLES,07-49118,12,"6,29€","0,00%","6,29€","75,48€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Cubilete,"Cubilete Ceo Pro, color negro. Dimensiones: 96 x 75 x 75 mm. (uds.)",,07-48539-1,42,"1,75€","0,00%","1,75€","73,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Papelera chapa acero pintado,"Papelera en poliestireno, color negro, capacidad 18 l. (uds.)",STAPLES,07-44964-1,24,"2,99€","0,00%","2,99€","71,76€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Expositor,"Expositor Hi-Tech 8, estructura metálica elíptica con pies antideslizantes, 8 niveles de baldas en plástico con visión parcial. Dimensiones: 60 x 115 x 47 cm. (uds.)",ALBA,07-40112,3,"149,00€","0,00%","149,00€","447,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Regleta Surgemaster,"Regleta Surgemaster protectora de equipos con indicador de protección de sobrecargas, filtro EMI/RFI contra sobretensiones, indicador de tomas de tierra, 4 tomas (uds.)",BELKIN,07-43717,6,"24,95€","0,00%","24,95€","149,70€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Felpudo de interior pequeño,"Felpudo de interior 60X90, resistente a humedad y suciedad, en polipropileno, espesor 9 mm., base antideslizante. Color gris (uds.)",STAPLES,07-38986-2,12,"9,95€","0,00%","9,95€","119,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Felpudo de interior grande,"Felpudo de interior 120X180, resistente a humedad y suciedad, en polipropileno, espesor 9 mm., base antideslizante. Color gris (uds.)",STAPLES,07-38989-2,12,"39,95€","0,00%","39,95€","479,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Carro de servicio,"Carro de servicio Executive color platino, polipropileno, con ruedas, asas redondeadas ergonómicas y parachoques redondeados. C apacidad 135 Kg.",,FG9T6800PLAT,1,"323,95€","43,00%","184,65€","184,65€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Mesa de trabajo,Work mesa aux 120x60 BLC-MAR,OFIPRIX,20158626,1,"179,00€","30,00%","125,30€","125,30€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Juego de brazos,Juego de brazos negro SPIRIT,OFIPRIX,399170,1,"35,00€","30,00%","24,50€","24,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Silla de trabajo con brazos,Spirit 4P as.tapizado NEG Matrix NARANJA,OFIPRIX,3977254,1,"109,00€","30,00%","76,30€","76,30€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Single unit (MT) packaging,Single unit (MT) packaging,HP,I XL521AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Power supply MT,89% Power supply MT,HP,I BX379AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Windows 7 professional,Windows 7 porfessional 32-bit portugués,HP,I XL688AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,CPU,Intel Core i3-2100 CPU,HP,I BW852AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,RAM,2GB DDR3-1333 (1*2GB) RAM,HP,I BV062AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,HARD DRIVE,250GB 7200RPM SATA-6G 1ST HARD DRIVE,HP,I BV005AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Keyboard,USB Standard JB Keyboard portugués,HP,I BV396AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,MOUSE,Mouse BTO/Optical BLK,HP,I VL506AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Supermulti,Supermulti (JB) 1ST,HP,I BV044AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Warranty,3/3/3 MT Warranty,HP,I XT539AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Windows 7 32,Windows 7 32 bit factory imag,HP,I XL719AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Windows 7 64,Windows 7 64 bit factory image recovery,HP,I XL720AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Compaq 8200 elite country,Compaq 8200 elite country kit portugal,HP,I XJ308AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,CPU Label,i3 2nd Gen CPU Label,HP,I BW870AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Delivery Service door/dock DT,Delivery Service door/dock DT,HP,I ZD011A,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,MONITOR,Compaq LA1951G LCD MONITOR,HP,I EM890AA,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Ordenador personal,Base model HP8200 YT,HP,I BX383AV,1,"583,35€","0,00%","583,35€","583,35€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ADMINISTRATIVA Y DIRECCIONES GENERALES,ARCHIVO,Epack 2yr exchange STD F/dedicate cons laserjet MFP-E,Epack 2yr exchange STD F/dedicate cons laserjet MFP-E,HP,I UH760E,1,"76,63€","0,00%","76,63€","76,63€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
