"PRODUCTO"|"DESCRIPCION"|NA|"BLOQUE"|"AREA"|"ZONA"|"REVISION"|"ACCION"|"OBSERVACION"|"PROVEEDOR"|"REFERENCIA"|"UNIDADES"
"39041"|"Monitor constantes vitales base rodable"|NA|"E"|"HEMOTERAPIA"|"SALA DE DONANTES Y EXTRACCIONES"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"2 "
"50811"|"Monitor constantes vitales base rodable"|NA|"G"|"INTERNAMIENTO"|"ALMACÉN"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"5 "
"2043"|"Motor traumatología"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"5º envío IBOR MÉDICA"|"14040049"|"1 "
"1813"|"Óptica Laparoscopia 0º"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de optica"|"Observar que no esta curvado, ni con fribras rotas"|"OLYMPUS"|"WA53000A"|"1 "
"1814"|"Óptica Laparoscopia 30º"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de optica"|"Observar que no esta curvado, ni con fribras rotas"|"OLYMPUS"|"WA53005A"|"1 "
"1799"|"Óptica Artroscopio"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de optica"|"Observar que no esta curvado, ni con fribras rotas"|"OLYMPUS"|"A70941A"|"1 "
"1806"|"Óptica de Resector"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de optica"|"Observar que no esta curvado, ni con fribras rotas"|"OLYMPUS"|"A22002A"|"1 "
"590"|"Pulsioxímetro"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"865"|"Pulsioxímetro"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"2028"|"Pulsioxímetro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"2078"|"Pulsioxímetro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"2119"|"Pulsioxímetro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"2241"|"Pulsioxímetro"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"2562"|"Pulsioxímetro"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"2636"|"Pulsioxímetro"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"2946"|"Pulsioxímetro"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"CONTROL ENFERMERÍA"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"5180"|"Pulsioxímetro"|NA|"G"|"INTERNAMIENTO"|"SALA DE ENFERMERÍA"|""|""|""|"IBOR MÉDICA"|"01070047"|"1 "
"1800"|"Vaina Artroscopio"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de interior y conductos"|"Observar que no esta curvado"|"OLYMPUS"|"WA70953A"|"1 "
"1807"|"Vaina externa Resector"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de interior y conductos"|"Observar que no esta curvado"|"OLYMPUS"|"A22040A"|"1 "
"1771"|"Carro Torre de Endoscopia"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Anual"|"Limpieza de ruedas"|""|"OLYMPUS"|"K10021765"|"1 "
"5509"|"Báscula electrónica mod. L-456 V/S"|NA|"AUXILIAR 2"|"CENTRAL DE RESIDUOS SANITARIOS"|"DE RECEPCIÓN"|"Anual"|"Limpieza de sensores de presion"|""|"ANTONIO MATACHANA, S.A."|"90119"|"1 "
"5510"|"Cámara frigorífica residuos, 2 contenedores"|NA|"AUXILIAR 2"|"CENTRAL DE RESIDUOS SANITARIOS"|"ALMACENAJE"|"Anual"|"Revision junta de puerta,hielo, y filtro de desagüe"|""|"ANTONIO MATACHANA, S.A."|"86426.2"|"1 "
"5521"|"Compactador de residuos mod. HMV1"|NA|"AUXILIAR 2"|"CENTRAL DE RESIDUOS SANITARIOS"|"DE POST-TRATAMIENTO"|"Anual"|"Revision de cableado, y engrase de eje"|""|"ANTONIO MATACHANA, S.A."|"86426"|"1 "
"19702"|"Compresor de aire incorporado"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"ESTERILIZACIÓN A VAPOR"|"Semestral"|"Purga de aire, chequeo de tubos de aire"|"Si es accesible. Cuerpo integrado en el SC501"|"ANTONIO MATACHANA, S.A."|"81900.8"|"1 "
"44162"|"Compresor de aire incorporado"|NA|"F"|"CENTRAL DE ESTERILIZACIÓN LAVANDERÍA"|"ESTERILIZADORES A VAPOR"|"Semestral"|"Purga de aire, chequeo de tubos de aire"|"Si es accesible. Cuerpo integrado en el SC501"|"ANTONIO MATACHANA, S.A."|"81900.8"|"1 "
"55152"|"Compresor de aire incorporado"|NA|"AUXILIAR 2"|"CENTRAL DE RESIDUOS SANITARIOS"|"DE TRATAMIENTO"|"Semestral"|"Purga de aire, chequeo de tubos de aire"|"Si es accesible. Cuerpo integrado en el SC501"|"ANTONIO MATACHANA, S.A."|"81900.8"|"1 "
"19722"|"Descalcificador de agua de 30 L."|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"ESTERILIZACIÓN A VAPOR"|"Semestral"|"Revision de sales, filtro y circuito"|"Hay un mantenimiento diari omarcado por la casa"|"ANTONIO MATACHANA, S.A."|"98068.3"|"1 "
"44232"|"Descalcificador de agua de 30 L."|NA|"F"|"CENTRAL DE ESTERILIZACIÓN LAVANDERÍA"|"ESTERILIZADORES A VAPOR"|"Semestral"|"Revision de sales, filtro y circuito"|"Hay un mantenimiento diari omarcado por la casa"|"ANTONIO MATACHANA, S.A."|"98068.3"|"1 "
"55172"|"Descalcificador de agua de 30 L."|NA|"AUXILIAR 2"|"CENTRAL DE RESIDUOS SANITARIOS"|"DE TRATAMIENTO"|"Semestral"|"Revision de sales, filtro y circuito"|"Hay un mantenimiento diari omarcado por la casa"|"ANTONIO MATACHANA, S.A."|"98068.3"|"1 "
"5522"|"Equipo de limpieza portátil mod. N 5-42"|NA|"AUXILIAR 2"|"CENTRAL DE RESIDUOS SANITARIOS"|"DE LAVADO CONTENEDORES"|"Anual"|"Limpiezade filtro, purga compresor, limpieza tanque de agua"|""|"ANTONIO MATACHANA, S.A."|"99074.8"|"1 "
"5520"|"Equipo de trituración para RBE. mod. TRM 400/440"|NA|"AUXILIAR 2"|"CENTRAL DE RESIDUOS SANITARIOS"|"DE POST-TRATAMIENTO"|"Semestral"|"Limpieza de cortadoras, revision de motores y correas"|""|"ANTONIO MATACHANA, S.A."|"86425"|"1 "
"5512"|"Esterilizador a vapor SC501ER-1, generador de vapor, 1 puerta"|NA|"AUXILIAR 2"|"CENTRAL DE RESIDUOS SANITARIOS"|"DE TRATAMIENTO"|"Bimensual"|"Fliltro de desagüe, aire limpio, Junta de puerta"|""|"ANTONIO MATACHANA, S.A."|"78066.9"|"1 "
"5741"|"Aspirador de alto vacío"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"7 "
"8211"|"Aspirador de alto vacío"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"6 "
"8331"|"Aspirador de alto vacío"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"6 "
"14571"|"Aspirador de alto vacío"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA RADIOLÓGICA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"2 "
"18321"|"Aspirador de alto vacío"|NA|"B"|"QUIRÚRGICA"|"SALA PRE-ANESTESIA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"2 "
"21551"|"Aspirador de alto vacío"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"6 "
"22701"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE TRATAMIENTOS"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"3 "
"23851"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 1"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"1 "
"24061"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 2"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"1 "
"24251"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 3"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"1 "
"24461"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO CIRUGÍA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"5 "
"24691"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO TRAUMA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"10 "
"24971"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"10 "
"26231"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"4 "
"27521"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 1"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"1 "
"27731"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 2"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"1 "
"27921"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 3"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"1 "
"28151"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"17 "
"28431"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO ENFERMEDADES INFECCIOSAS"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"10 "
"28721"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"5 "
"38961"|"Aspirador de alto vacío"|NA|"E"|"HEMODIÁLISIS"|"SERVICIO DE HEMODIÁLISIS"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"4 "
"50071"|"Aspirador de alto vacío"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"3 "
"50121"|"Aspirador de alto vacío"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"1 "
"50141"|"Aspirador de alto vacío"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5351207"|"1 "
"6012"|"Aspirador de secreciones"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"8592"|"Aspirador de secreciones"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"20322"|"Aspirador de secreciones"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"20822"|"Aspirador de secreciones"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"25482"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"REPUESTOS DRÄGER MEDICAL"|"MP00506"|"1 "
"25492"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"26402"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"6022"|"Aspirador de secreciones portátil"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"IBOR MÉDICA"|"02040007"|"1 "
"8602"|"Aspirador de secreciones portátil"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"IBOR MÉDICA"|"02040007"|"1 "
"21212"|"Aspirador de secreciones portátil"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"IBOR MÉDICA"|"02040007"|"1 "
"21722"|"Aspirador de secreciones portátil"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"IBOR MÉDICA"|"02040007"|"1 "
"22462"|"Aspirador de secreciones portátil"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"IBOR MÉDICA"|"02040007"|"1 "
"29522"|"Aspirador de secreciones portátil"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"CONTROL ENFERMERÍA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"IBOR MÉDICA"|"02040007"|"1 "
"51862"|"Aspirador de secreciones portátil"|NA|"G"|"INTERNAMIENTO"|"SALA DE ENFERMERÍA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"IBOR MÉDICA"|"02040007"|"1 "
"600"|"Aspirador eléctrico móvil"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5320241"|"1 "
"861"|"Aspirador eléctrico móvil"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de vaso, y cambio de bolsa"|""|"HERSILL"|"5320241"|"1 "
"8801"|"Desfibrilador AED"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Mensual"|"Autochequeo potencias, revision de palas y cableado"|""|"5º envío IZASA HOSPITAL"|"913DFC-E110-BR"|"1 "
"49781"|"Desfibrilador AED"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Mensual"|"Autochequeo potencias, revision de palas y cableado"|""|"5º envío IZASA HOSPITAL"|"913DFC-E110-BR"|"1 "
"8832"|"Desfibrilador con monitor"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisiín de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"15142"|"Desfibrilador con monitor"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA TAC"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisiín de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"20272"|"Desfibrilador con monitor"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisiín de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"22302"|"Desfibrilador con monitor"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisiín de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"25182"|"Desfibrilador con monitor"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisiín de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"49812"|"Desfibrilador con monitor"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Mensual"|"Autochequeo potencias, revision de palas y cableado. Revisiín de ECG grafico"|""|"IBOR MÉDICA"|"01030154"|"1 "
"591"|"Equipo de diagnóstico de pared"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Anual"|"Revision de baterías, limpieza de opticas"|""|"IBOR MÉDICA"|"02070079"|"1 "
"870"|"Equipo de diagnóstico de pared"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revision de baterías, limpieza de opticas"|""|"IBOR MÉDICA"|"02070079"|"1 "
"1370"|"Equipo de diagnóstico de pared"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Revision de baterías, limpieza de opticas"|""|"IBOR MÉDICA"|"02070079"|"1 "
"4943"|"Equipo de diagnóstico de pared"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Anual"|"Revision de baterías, limpieza de opticas"|""|"IBOR MÉDICA"|"02070079"|"1 "
"901"|"Lámpara de exámen"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revisión de lampara y limpieza"|""|"6º envío IBOR MÉDICA"|"05180079"|"1 "
"2611"|"Lámpara de exámen"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revisión de lampara y limpieza"|""|"6º envío IBOR MÉDICA"|"05180079"|"1 "
"4986"|"Lámpara de exámen"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Anual"|"Revisión de lampara y limpieza"|""|"6º envío IBOR MÉDICA"|"05180079"|"1 "
"587"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"800"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE URGENCIAS"|"SALA DE TRATAMIENTO DE YESOS"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"844"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"913"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE URGENCIAS"|"CONSULTA TRAUMA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"1225"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA TRAUMATOLOGÍA Y ORTOPEDIA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"1253"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"1295"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"1335"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE UROLOGÍA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"1358"|"Lámpara de exploración articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"3 "
"2281"|"Lámpara de exploración articulada base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE TRATAMIENTOS"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"2608"|"Lámpara de exploración articulada base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"2635"|"Lámpara de exploración articulada base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"5335"|"Lámpara de exploración articulada base rodable"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 1"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"5362"|"Lámpara de exploración articulada base rodable"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 2"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"5390"|"Lámpara de exploración articulada base rodable"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 3"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"5438"|"Lámpara de exploración articulada base rodable"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"SALA DE TRATAMIENTOS"|"Anual"|"Revisión de lampara y limpieza"|""|"INMOCLINC"|"20100"|"1 "
"5922"|"Monitor constantes vitales base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"1 "
"8482"|"Monitor constantes vitales base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"2 "
"21682"|"Monitor constantes vitales base rodable"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"1 "
"24552"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO CIRUGÍA"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"1 "
"24822"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO TRAUMA"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"2 "
"25592"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"1 "
"26372"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"1 "
"28272"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"3 "
"28562"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO ENFERMEDADES INFECCIOSAS"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"2 "
"28852"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"1 "
"39042"|"Monitor constantes vitales base rodable"|NA|"E"|"HEMOTERAPIA"|"SALA DE DONANTES Y EXTRACCIONES"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"2 "
"50812"|"Monitor constantes vitales base rodable"|NA|"G"|"INTERNAMIENTO"|"ALMACÉN"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"IBOR MÉDICA"|"01040062"|"5 "
"594"|"Monitor de signos vitales (c/brazo)"|"Monitor de signos vitales (c/brazo)"|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Anual"|"Revision de cableado"|"No disponen de equipos para testearlo"|"DRÄGER MEDICAL"|"VISTA XL"|"1 "
